,Company Name,Job Title,Job Details
113,Deccan AI,React Developer - Fresher,"About the job
Job Description: React Developer (Fresher)
About Us
Deccan AI is a model training and eval startup headquartered in the Bay Area. We are founded by IIT Bombay, IIM Ahmedabad and ex-Google alumni, and work with some of the top AI frontier labs in the world, e.g. Google Deepmind, Snowflake, and many more. We are backed by Prosus Ventures, and our India delivery office is in Hyderabad. Most of our roles are on-site i.e. Bay Area / Hyderabad.

What it is like to work @ Deccan
To be honest, our workplace is not for the faint-hearted. We work hard. We work fast (many of our clients require same day turnarounds for their complex data needs). We like those who take ownership, roll up their sleeves and do. We like those who thrive in ambiguity and who can operate without titles / hierarchies. But what you will find: tremendous learning, tremendous growth, and a very motivated set of colleagues who are also fun to be around.

About the Role
We are seeking a highly motivated React Developer – Fresher to join our engineering team. This role is ideal for recent graduates or early-career developers who are passionate about front-end development, eager to learn, and excited to build modern, scalable web applications with React.

Key Responsibilities
Develop responsive and user-friendly web applications using React.js
Collaborate with designers and other developers to translate UI/UX designs into functional components
Write clean, maintainable, and efficient code following best practices
Debug and troubleshoot issues to ensure optimal performance across devices and browsers
Learn and apply new tools, libraries, and frameworks as needed
Participate in code reviews and contribute ideas for continuous improvement

Requirements
Bachelor’s degree in Computer Science, Engineering, or related field (or equivalent practical experience)
Good understanding of JavaScript (ES6+), HTML5, and CSS3
Basic knowledge of React.js and its ecosystem (hooks, state management, components)
Familiarity with version control systems like Git
Strong problem-solving attitude and eagerness to learn new technologies
Good communication and teamwork skills

Good to Have
Internship or project experience with React or other JavaScript frameworks
Understanding of RESTful APIs and backend integration
Familiarity with build tools (Webpack, Babel, npm/yarn)
Exposure to Agile development practices

What We Offer
A supportive environment to learn and grow in real-world projects
Mentorship from experienced developers
Opportunity to work on cutting-edge web products in a fast-moving startup environment"
114,Oracle,Java Developer,"About the job
Job Responsibilities

 JOB DESCRIPTION 

 Design, develop, and maintain enterprise-grade applications using Core Java and J2EE technologies. 
 Build scalable and maintainable web applications with the Struts framework, ensuring adherence to best practices. 
 Refactor and enhance existing applications for performance, security, and scalability. 
 Develop and manage Shell scripts to automate build, deployment, and monitoring processes. 
 Collaborate with cross-functional teams to translate business requirements into effective technical solutions. 
 Assist in the migration of legacy applications to modern Java/J2EE platforms, ensuring minimal downtime and smooth transition. 
 Participate in code reviews, enforcing coding standards and improving overall code quality. 
 Contribute to CI/CD pipelines, improving release efficiency and reducing deployment risks. 


Mandatory Skills:

 3 to 5 years of professional and relevant experience in software industry. 
 Strong expertise in Core Java, including OOPs, multithreading, collections, exception handling along with Design Patterns. 
 Hands-on experience in J2EE technologies such as Servlets, JSP, and JDBC for enterprise application development. 
 Practical knowledge of the Struts framework for building structured, reliable web applications. 
 Awareness of clean code practices and practical application of design patterns. 
 Strong understanding of XML for data representation, configuration, and integration across systems. 
 Proficiency in developing and consuming Web Services (SOAP/REST) for system integration and interoperability. 
 Expertise in relational databases, Database connectivity (JDBC) and SQL, including writing optimized queries, procedures and managing data transactions. 


Preferred Skills:

 Experience with JBoss Application Server for deployment and management of enterprise applications. 
 Proficiency in Shell scripting for automating operational workflows and supporting DevOps practices. 
 Experience with legacy application migration to modern Java/J2EE platforms, with emphasis on optimization and scalability. 
 Exposure to capital markets or investment management domains, providing domain-specific insights. 
 Familiarity with modern frameworks like Spring Framework (Spring Boot, Spring MVC), RESTful services, and JPA/Hibernate, in addition to Struts. 
 Experience re-architecting or containerizing applications using Docker/Kubernetes 
 Experience with monitoring and logging tools (e.g., ELK, Prometheus, CloudWatch) 
 Familiarity with CI/CD pipelines, version control (Git), and build tools (Maven, Gradle) 


Responsibilities

 QUALIFICATIONS 

Career Level - IC1

About Us

As a world leader in cloud solutions, Oracle uses tomorrow’s technology to tackle today’s challenges. We’ve partnered with industry-leaders in almost every sector—and continue to thrive after 40+ years of change by operating with integrity.

We know that true innovation starts when everyone is empowered to contribute. That’s why we’re committed to growing an inclusive workforce that promotes opportunities for all.

Oracle careers open the door to global opportunities where work-life balance flourishes. We offer competitive benefits based on parity and consistency and support our people with flexible medical, life insurance, and retirement options. We also encourage employees to give back to their communities through our volunteer programs.

We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by emailing accommodation-request_mb@oracle.com or by calling +1 888 404 2494 in the United States.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law."
115,BMC Software,Java Backend Developer,"About the job
Description and Requirements

 ""At BMC trust is not just a word - it's a way of life!"" Description And Requirements

CareerArc Code

CA-SW

Hybrid

""At BMC trust is not just a word - it's a way of life!"" 

We are an award-winning, equal opportunity, culturally diverse, fun place to be. Giving back to the community drives us to be better every single day. Our work environment allows you to balance your priorities, because we know you will bring your best every day. We will champion your wins and shout them from the rooftops. Your peers will inspire, drive, support you, and make you laugh out loud! 

We help our customers free up time and space to become an Autonomous Digital Enterprise that conquers the opportunities ahead - and are relentless in the pursuit of innovation! 

The IZOT product line includes BMC’s Intelligent Z Optimization & Transformation products, which help the world’s largest companies to monitor and manage their mainframe systems. The modernization of mainframe is the beating heart of our product line, and we achieve this goal by developing products that improve the developer experience, the mainframe integration, the speed of application development, the quality of the code and the applications’ security, while reducing operational costs and risks. We acquired several companies along the way, and we continue to grow, innovate, and perfect our solutions on an ongoing basis.

BMC is looking for a Senior Java Product Developer to join our AMI Cloud family working on complex and distributed software, developing, and debugging software products, implementing features, and assisting the firm in assuring product quality. At AMI Cloud, we develop high-scale and performant applications running on both z/OS mainframe as well as cloud environments. We care deeply about technology, performance, readable and clean code and developer productivity.

The IZOT product line includes BMC’s Intelligent Z Optimization & Transformation products, which help the world’s largest companies to monitor and manage their mainframe systems. The modernization of mainframe is the beating heart of our product line, and we achieve this goal by developing products that improve the developer experience, the mainframe integration, the speed of application development, the quality of the code and the applications’ security, while reducing operational costs and risks. We acquired several companies along the way, and we continue to grow, innovate, and perfect our solutions on an ongoing basis.

Here is how, through this exciting role, YOU will contribute to BMC's and your own success:

Design and develop platform solution based on Java/J2EE best practices and web standards.
Participate in all aspects of product development, from requirements analysis to product release.
Lead features and participate in architecture and design reviews.
Design enterprise platform using agile methodology. This includes creating detailed design using UML, process flows, sequence diagrams, and pseudo-code level details ensuring solution alignment.
You have strong diagnostics, debugging, and troubleshooting skills.
Ability to work flexible hours and stay up to date with competing technologies and passionate about adapting technology to provide business-benefiting solutions balancing with platform limitations.
Provides complete documentation in the form of commented code, problem status information, and design documents.
Work on complex problems where analysis of situations or data requires an in-depth evaluation of several factors. 
Self-learner, flexible and able to work in a multi-tasked and dynamic environment.
Excellent communication skills: demonstrated ability to explain complex technical concepts to both technical and non-technical audiences.

To ensure you’re set up for success, you will bring the following skillset & experience:

You have 10+ years of experience with application development using Java, RESTful services, high-performance, and multi-threading.
Familiarization with DevOps tools and concepts such as Infrastructure as code, Jenkins, Ansible, and Terraform.
You have experience in a Web based environment utilizing React, Angular, server-side rendering, HTML, CSS, JavaScript and TypeScript.
You have knowledge and experience with build tools such as Gradle and Maven. 
You have experience working in cloud tech such as AWS, Azure or GCP. 
You are familiar with modern version control system such as Git.
You have knowledge of design patterns, object-oriented software development, high-performance code characteristics, SOLID principles of development, testing automation and performance at scale.
You are familiar with modern Java based frameworks such as Spring Boot, Quarkus, or Micronaut.

Whilst these are nice to have, our team can help you develop in the following skills:

CI/CD (Jenkins) environment with popular DevOps tools
Experience with Agile methodology, use of Atlassian products Jira, Confluence )
You are familiar and can take advantage of advanced IDEs such as IntelliJ, Eclipse or VSCode . 

Our commitment to you! 

BMC’s culture is built around its people. We have 6000+ brilliant minds working together across the globe. You won’t be known just by your employee number, but for your true authentic self. BMC lets you be YOU!

If after reading the above, You’re unsure if you meet the qualifications of this role but are deeply excited about BMC and this team, we still encourage you to apply! We want to attract talents from diverse backgrounds and experience to ensure we face the world together with the best ideas!

BMC is committed to equal opportunity employment regardless of race, age, sex, creed, color, religion, citizenship status, sexual orientation, gender, gender expression, gender identity, national origin, disability, marital status, pregnancy, disabled veteran or status as a protected veteran. If you need a reasonable accommodation for any part of the application and hiring process, visit the accommodation request page.

BMC Software maintains a strict policy of not requesting any form of payment in exchange for employment opportunities, upholding a fair and ethical hiring process.

At BMC we believe in pay transparency and have set the midpoint of the salary band for this role at 3,315,400 INR. Actual salaries depend on a wide range of factors that are considered in making compensation decisions, including but not limited to skill sets; experience and training, licensure, and certifications; and other business and organizational needs.

The salary listed is just one component of BMC's employee compensation package. Other rewards may include a variable plan and country specific benefits.

We are committed to ensuring that our employees are paid fairly and equitably, and that we are transparent about our compensation practices.

(Returnship@BMC)

Had a break in your career? No worries. This role is eligible for candidates who have taken a break in their career and want to re-enter the workforce. If your expertise matches the above job, visit to https://bmcrecruit.avature.net/returnship know more and how to apply."
116,Infosys,Java + Springboot Senior Developer,"About the job
Primary skills:Java,Java->J2EE,Java->Microservices,Java->Springboot,Java->Struts

Responsibilities:

 Analyzing user requirements, envisioning system features and functionality.
 Design, build, and maintain efficient, reusable, and reliable Java codes by setting expectations and features priorities throughout development life cycle
 Identify bottlenecks and bugs, and recommend system solutions by comparing advantages and disadvantages of custom development
 Contributing to team meetings, troubleshooting development and production problems across multiple environments and operating platforms
 Understand Architecture Requirements and ensure effective Design, Development, Validation and Support activities
 In-depth knowledge of design issues and best practices
 Solid understanding of object-oriented programming
 Familiar with various design, architectural patterns and software development process.
 Experience with both external and embedded databases
 Creating database schemas that represent and support business processes
 Implementing automated testing platforms and unit tests
 Knowledge of design principles and fundamentals of architecture
 Understanding of performance engineering
 Knowledge of quality processes and estimation techniques
 Basic understanding of project domain
 Ability to translate functional / nonfunctional requirements to systems requirements
 Ability to design and code complex programs
 Ability to write test cases and scenarios based on the specifications
 Good understanding of SDLC and agile methodologies
 Awareness of latest technologies and trends
 Logical thinking and problem solving skills along with an ability to collaborate"
117,Synechron,Java Software Engineer,"About the job
Good day,

We have immediate opportunity for Java Developer.

Job Role: Sr. Java Developer (Spring boot + Microservices)
Job Location: Pune ( Hinjewadi )
Experience - 5 years +
Notice Period : Immediate to 30 days.


About Company:
At Synechron, we believe in the power of digital to transform businesses for the better. Our global consulting firm combines creativity and innovative technology to deliver industry-leading digital solutions. Synechron’s progressive technologies and optimization strategies span end-to-end Artificial Intelligence, Consulting, Digital, Cloud & DevOps, Data, and Software Engineering, servicing an array of noteworthy financial services and technology firms. Through research and development initiatives in our FinLabs we develop solutions for modernization, from Artificial Intelligence and Blockchain to Data Science models, Digital Underwriting, mobile-first applications and more. Over the last 20+ years, our company has been honored with multiple employer awards, recognizing our commitment to our talented teams. With top clients to boast about, Synechron has a global workforce of 13,950+, and has 52 offices in 20 countries within key global markets. For more information on the company, please visit our website or LinkedIn community.

Diversity, Equity, and Inclusion
Diversity & Inclusion are fundamental to our culture, and Synechron is proud to be an equal opportunity workplace and an affirmative-action employer. Our Diversity, Equity, and Inclusion (DEI) initiative ‘Same Difference’ is committed to fostering an inclusive culture – promoting equality, diversity and an environment that is respectful to all. We strongly believe that a diverse workforce helps build stronger, successful businesses as a global company. We encourage applicants from across diverse backgrounds, race, ethnicities, religion, age, marital status, gender, sexual orientations, or disabilities to apply. We empower our global workforce by offering flexible workplace arrangements, mentoring, internal mobility, learning and development programs, and more.
All employment decisions at Synechron are based on business needs, job requirements and individual qualifications, without regard to the applicant’s gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law.

Job Description:
5+ years of Experience as a Java developer with exposure with Spring, Spring boot, Microservices.
Develop and maintain scalable and robust microservices using Spring Boot.
Collaborate with stakeholders to understand requirements and provide technical solutions.
Write well-designed, testable, and efficient code.
Ensure the best possible performance, quality, and responsiveness of the applications.
Identify bottlenecks and bugs, and devise solutions to these problems.
Support continuous improvement by investigating alternatives and technologies.
Adhere to industry best practices and contribute to internal coding standards.
Participate in code reviews to maintain code quality and distribute knowledge."
118,Rubrik,Software Engineer - Winter Intern,"About the job
About The Job

We are looking for a Software Engineer - Intern to join our team. We believe in giving engineers responsibility, not tasks. Our goal is to motivate and challenge people to do their best work. To do that, we have a very fluid structure and give people the flexibility to work on projects that they enjoy the most. This develops more capable engineers and keeps everyone engaged and happy.

Responsibilities

Design, develop, test, deploy, maintain and improve the software.
Manage individual projects priorities, deadlines, and deliverables with your technical expertise.
Identify and solve bottlenecks within our software stack.

About You

Rubrik Software Engineer - Interns are self-starters, driven, and can manage themselves. Bottom line, if you have a limitless drive and like to win, we want to talk to you - come make history!

Bachelor’s or Master’s degree or equivalent in computer science or related field
Proficiency in one or more general-purpose programming languages like Java, C/C++, Scala, Python

Minimum eligibility criteria

 CGPA 8 and above
 2026 graduates of Circuital branches only
 Available from January 2026 to May 2026 in Bangalore for the onsite internship (No remote options)

Join Us in Securing the World's Data

Rubrik (NYSE: RBRK) is on a mission to secure the world’s data. With Zero Trust Data Security™, we help organizations achieve business resilience against cyberattacks, malicious insiders, and operational disruptions. Rubrik Security Cloud, powered by machine learning, secures data across enterprise, cloud, and SaaS applications. We help organizations uphold data integrity, deliver data availability that withstands adverse conditions, continuously monitor data risks and threats, and restore businesses with their data when infrastructure is attacked.

Linkedin | X (formerly Twitter) | Instagram | Rubrik.com

Inclusion @ Rubrik

At Rubrik, we are dedicated to fostering a culture where people from all backgrounds are valued, feel they belong, and believe they can succeed. Our commitment to inclusion is at the heart of our mission to secure the world’s data.

Our goal is to hire and promote the best talent, regardless of background. We continually review our hiring practices to ensure fairness and strive to create an environment where every employee has equal access to opportunities for growth and excellence. We believe in empowering everyone to bring their authentic selves to work and achieve their fullest potential.

Our inclusion strategy focuses on three core areas of our business and culture:

Our Company: We are committed to building a merit-based organization that offers equal access to growth and success for all employees globally. Your potential is limitless here. 
Our Culture: We strive to create an inclusive atmosphere where individuals from all backgrounds feel a strong sense of belonging, can thrive, and do their best work. Your contributions help us innovate and break boundaries. 
Our Communities: We are dedicated to expanding our engagement with the communities we operate in, creating opportunities for underrepresented talent and driving greater innovation for our clients. Your impact extends beyond Rubrik, contributing to safer and stronger communities. 

Equal Opportunity Employer/Veterans/Disabled

Rubrik is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.

Rubrik provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Rubrik complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please contact us at hr@rubrik.com if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment.

EEO IS THE LAW

NOTIFICATION OF EMPLOYEE RIGHTS UNDER FEDERAL LABOR LAWS"
119,Adobe,Member Technical Staff I ( Backend ),"About the job
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

Job Summary

At Adobe, we are looking for a highly motivated and exceptionally skilled Member Technical Staff I to join our engineering team in Bengaluru. You will have the chance to collaborate with a wonderful team and contribute to powerful projects that make an impact globally.

Key Responsibilities

Develop and program coordinated software algorithms to structure, analyze, and leverage data in both structured and unstructured environments. 
Communicate descriptive, diagnostic, predictive, and prescriptive insights/algorithms effectively. 
Employ machine learning and statistical modeling techniques, such as decision trees, logistic regression, and Bayesian analysis, for the development and evaluation of algorithms aimed at improving system performance. 
Translate algorithms and technical specifications into flawless code using current programming languages and technologies. 
Perform testing, debugging, and efficiency implementation to ensure high-quality software delivery. 
Complete documentation and procedures for installation and maintenance of developed systems. 
Apply deep learning technologies to enable computers to visualize, learn, and respond to complex situations. 
Adapt machine learning to virtual reality, augmented reality, artificial intelligence, robotics, and other interactive products. 

Qualifications

Proven experience in developing and programming coordinated software algorithms. 
Strong understanding of machine learning, statistical modeling, and deep learning technologies. 
Proficiency in current programming languages and technologies. 
Ability to work with large-scale computing frameworks, data analysis systems, and modeling environments. 
Outstanding problem-solving skills and attention to detail. 
Excellent communication and collaboration abilities to work effectively in a team-oriented environment. 

Join us at Adobe and be part of a team that is determined to lead the future of digital experiences successfully!

Adobe is proud to be an Equal Employment Opportunity employer. We do not discriminate based on gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, veteran status, or any other applicable characteristics protected by law. Learn more.

Adobe aims to make Adobe.com accessible to any and all users. If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com or call (408) 536-3015."
120,Accenture in India,Software Development Engineer,"About the job
Project Role : Software Development Engineer

Project Role Description : Analyze, design, code and test multiple components of application code across one or more clients. Perform maintenance, enhancements and/or development work.

Must have skills : Spring Boot, Amazon Web Services (AWS), API Management

Good to have skills : NA

Minimum 3 Year(s) Of Experience Is Required

Educational Qualification : 15 years full time education

Summary: As a Software Development Engineer, you will engage in a dynamic work environment where you will analyze, design, code, and test various components of application code for multiple clients. Your day will involve collaborating with team members to ensure the successful implementation of software solutions, while also performing maintenance and enhancements to existing applications. You will be responsible for delivering high-quality code and contributing to the overall success of the projects you are involved in. Roles & Responsibilities: - Expected to perform independently and become an SME. - Required active participation/contribution in team discussions. - Contribute in providing solutions to work related problems. - Collaborate with cross-functional teams to gather requirements and translate them into technical specifications. - Conduct code reviews to ensure adherence to best practices and coding standards. Professional & Technical Skills: - Must To Have Skills: Proficiency in Spring Boot, API Management, Amazon Web Services (AWS). - Experience with microservices architecture and design patterns. - Strong understanding of RESTful API design and development. - Familiarity with database technologies such as SQL and NoSQL. - Knowledge of version control systems, particularly Git. Additional Information: - The candidate should have minimum 3 years of experience in Spring Boot. - This position is based at our Gurugram office. - A 15 years full time education is required., 15 years full time education"
121,A.P. Moller - Maersk,AI/ML Scientist,"About the job
Associate AI/ML Scientist – Global Data Analytics, Technology (Maersk)

This position will be based in India – Bangalore/Pune

A.P. Moller - Maersk

A.P. Moller – Maersk is the global leader in container shipping services. The business operates in 130 countries and employs 80,000 staff. An integrated container logistics company, Maersk aims to connect and simplify its customers’ supply chains.

Today, we have more than 180 nationalities represented in our workforce across 131 Countries and this mean, we have elevated level of responsibility to continue to build inclusive workforce that is truly representative of our customers and their customers and our vendor partners too.

The Brief

In this role as an AI/ML Scientist on the Global Data and Analytics (GDA) team, you will support the development of strategic, visibility-driven recommendation systems that serve both internal stakeholders and external customers. This initiative aims to deliver actionable insights that enhance supply chain execution, support strategic decision-making, and enable innovative service offerings.

You should be able to design, develop, and implement machine learning models, conduct deep data analysis, and support decision-making with data-driven insights. Responsibilities include building and validating predictive models, supporting experiment design, and integrating advanced techniques like transformers, GANs, and reinforcement learning into scalable production systems.

The role requires solving complex problems using NLP, deep learning, optimization, and computer vision. You should be comfortable working independently, writing reliable code with automated tests, and contributing to debugging and refinement.

You’ll also document your methods and results clearly and collaborate with cross-functional teams to deliver high-impact AI/ML solutions that align with business objectives and user needs.

What I'll be doing – your accountabilities?

Design, develop, and implement machine learning models, conduct in-depth data analysis, and support decision-making with data-driven insights
Develop predictive models and validate their effectiveness
Support the design of experiments to validate and compare multiple machine learning approaches
Research and implement cutting-edge techniques (e.g., transformers, GANs, reinforcement learning) and integrate models into production systems, ensuring scalability and reliability
Apply creative problem-solving techniques to design innovative models, develop algorithms, or optimize workflows for data-driven tasks
Independently apply data-driven solutions to ambiguous problems, leveraging tools like Natural Language Processing, deep learning frameworks, machine learning, optimization methods and computer vision frameworks
Understand technical tools and frameworks used by the team, including programming languages, libraries, and platforms and actively support debugging or refining code in projects
Write and integrate automated tests alongside their models or code to ensure reproducibility, scalability, and alignment with established quality standards
Contribute to the design and documentation of AI/ML solutions, clearly detailing methodologies, assumptions, and findings for future reference and cross-team collaboration
Collaborate across teams to develop and implement high-quality, scalable AI/ML solutions that align with business goals, address user needs, and improve performance

Foundational Skills

Mastered Data Analysis and Data Science concepts and can demonstrate this skill in complex scenarios
AI & Machine Learning, Programming and Statistical Analysis Skills beyond the fundamentals and can demonstrate the skills in most situations without guidance.

Specialized Skills

To be able to understand beyond the fundamentals and can demonstrate in most situations without guidance:
Data Validation and Testing
Model Deployment
Machine Learning Pipelines
Deep Learning
Natural Language Processing (NPL)
Optimization & Scientific Computing
Decision Modelling and Risk Analysis.
To understand fundamentals and can demonstrate this skill in common scenarios with guidance:
Technical Documentation.
Qualifications & Requirements

Bachelor's degree in B.E/BTech, preferably in computer science
Experience with collaborative development workflow: IDE (Integrated Development Environment), Version control(github), CI/CD (e.g. automated tests in github actions)
Communicate effectively with technical and non-technical audiences with experience in stakeholder management
Structured, highly analytical mind-set and excellent problem-solving skills;
Self-starter, highly motivated & Willing to share knowledge and work as a team.
An individual who respects the opinion of others; yet can drive a decision though the team;

Preferred Experiences

5+ years of years of relevant experience in the field of Data Engineering
3+ years of hands-on experience with Apache Spark, Python and SQL
Experience working with large datasets and big data technologies to train and evaluate machine learning models.
Experience with containerization: Kubernetes & Docker
Expertise in building cloud native applications and data pipelines (Azure, Databricks, AWS, GCP) C
Experience with common dashboarding and API technologies (PowerBI, Superset, Flask, FastAPI, etc

As a performance-oriented company, we strive to always recruit the best person for the job – regardless of gender, age, nationality, sexual orientation or religious beliefs. We are proud of our diversity and see it as a genuine source of strength for building high-performing teams.

Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.

We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing accommodationrequests@maersk.com."
122,Adroit Innovative Solutions Inc,Entry-level Data Analyst,"About the job
Job Title: Entry-level Data Analyst

Duration: 12 Months

Location: PAN INDIA

Timings: Full Time (As per company timings)

Notice Period: within 15 days or immediate joiner

Experience: 0- 2 years

About The Role

We are looking for a highly motivated and curious entry-level Data Analyst to join our growing AdTech analytics team. This is a great opportunity for recent graduates or freshers who are passionate about data and want to build a career in digital advertising analytics, working with cutting-edge tools and large-scale datasets. You'll gain hands-on experience in querying, data processing, and reporting while being mentored by experienced professionals.

Key Responsibilities

Assist in collecting, cleaning, and transforming data from various AdTech platforms such as Google Ad Manager, Google Analytics, and DV360.

Write basic SQL queries to extract insights and generate ad performance reports using BigQuery.

Support the creation and maintenance of dashboards in Looker Studio and other visualization tools.

Collaborate with team members to understand business needs and assist in delivering timely data insights.

Learn and contribute to data pipeline development and reporting processes using GCP tools.

Help document analytical processes and support QA to ensure data accuracy.

Required Qualifications

Bachelor’s degree in Computer Science, Statistics, Mathematics, Engineering, Economics, or a related field.

Basic understanding of SQL and data querying.

Interest in digital marketing, AdTech, or online media.

Familiarity with Excel/Sheets for data analysis and reporting.

Willingness to learn tools like BigQuery, Looker Studio, and other GCP services.

Strong attention to detail, problem-solving skills, and eagerness to learn.

Preferred (Nice To Have)

Exposure to Google Analytics, Google Ad Manager, or any AdTech tools through coursework, projects, or internships.

Basic understanding of data visualization principles or prior use of tools like Tableau, Power BI, or Looker Studio.

Knowledge of Python or any scripting language is a plus."
123,AMPLINNO INDIA PVT. LTD.,Java Developer,"About the job
This job is sourced from a job board. Learn More
Designs and develops large, complex J2EE applications.

Owns critical components of applications, Supports application testing and maintenance releases

Supports resolution of production and user issues.

Committed Team Player Strong problem solving and analytical skills.

Good written and verbal communication skills.

Strong knowledge in each of the following: Core Java, Multithreading, collections, Exception handling - Excellent understanding of one or more J2EE technologies, Java Servlets, JMS, JDBC, distributed computing

Good working knowledge of messaging middleware, OO design concepts and design patterns

Good verbal and written communication skills

Experience with Open-Source Technologies, a plus (e.g.: Hibernate, Jakarta Commons, Spring Framework) Skills: Java, J2EE, Struts, Spring, Hibernate (Java) and EJB"
124,Icertis,Software Engineer - Customer Support (Tech.),"About the job
About Us

Icertis is the global leader in AI-powered contract intelligence. The Icertis platform revolutionizes contract management, equipping customers with powerful insights and automation to grow revenue, control costs, mitigate risk, and ensure compliance - the pillars of business success. Today, more than one third of the Fortune 100 trust Icertis to realize the full intent of millions of commercial agreements in 90+ countries.

About The Team

Who we a re: Icertis is the only contract intelligence platform companies trust to keep them out in front, now and in the future. Our unwavering commitment to contract intelligence is grounded in our FORTE values—Fairness, Openness, Respect, Teamwork and Execution—which guide all our interactions with employees, customers, partners, and stakeholders. Because in our mission to be the contract intelligence platform of the world, we believe how we get there is as important as the destination.

Icertis, Inc. provides Equal Employment Opportunity to all employees and applicants for employment without regard to race, color, religion, gender identity or expression, sex, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws. Icertis, Inc. complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to careers@icertis.com or get in touch with your recruiter."
